date,value
2017-12-18,101.65554895538291
2017-12-19,104.46436478265558
2017-12-20,102.57590056926028
2017-12-21,101.00296656317359
2017-12-22,100.08503988710956
2017-12-23,99.54520713584883
2017-12-24,102.17733891766487
2017-12-25,105.34237593539316
2017-12-26,105.61120943514464
2017-12-27,105.42088964641509
2017-12-28,106.89748009556915
2017-12-29,103.79751404758267
2017-12-30,102.5341967329535
2017-12-31,99.87639546037651
2018-01-01,105.49434499773957
2018-01-02,101.6346015035065
2018-01-03,99.66850599572666
2018-01-04,102.67568198381073
2018-01-05,103.01412717825279
2018-01-06,102.32590140312493
2018-01-07,100.35236637230705
2018-01-08,104.40490582754906
2018-01-09,104.98635818624984
2018-01-10,106.74065315752
2018-01-11,109.62793166747983
2018-01-12,105.18616369539657
2018-01-13,102.23424983318269
2018-01-14,102.2757159471612
2018-01-15,106.57197114364777
2018-01-16,107.71569769395624
2018-01-17,103.96703305452567
2018-01-18,103.76831576937306
2018-01-19,100.02353813584489
2018-01-20,105.49597150251451
2018-01-21,109.75886632357452
2018-01-22,113.00986822588673
2018-01-23,110.13714019005366
2018-01-24,109.686878013031
2018-01-25,106.01794132220286
2018-01-26,103.40781218075459
2018-01-27,103.7969807673105
2018-01-28,103.74489124534942
2018-01-29,104.85022395023617
2018-01-30,110.60747053890807
2018-01-31,108.6695326330359
2018-02-01,107.03663599008837
2018-02-02,107.84132600553046
2018-02-03,102.63033169405377
2018-02-04,105.10714094425074
2018-02-05,109.97795299666578
2018-02-06,112.18258561657272
2018-02-07,109.35915088783312
2018-02-08,109.86299277437162
2018-02-09,107.50651627155419
2018-02-10,104.30289315764738
2018-02-11,105.91072639793292
2018-02-12,112.36977263293278
2018-02-13,113.80746578303638
2018-02-14,106.68658012718981
2018-02-15,110.06624446460667
2018-02-16,109.0262192551934
2018-02-17,111.7651575531244
2018-02-18,110.71898363440555
2018-02-19,111.98882800044824
2018-02-20,110.12094334322491
2018-02-21,116.73628778782518
2018-02-22,110.70519756731
2018-02-23,112.17508508461908
2018-02-24,108.46005558330974
2018-02-25,111.17004996508955
2018-02-26,109.12659524750599
2018-02-27,111.22358101333218
2018-02-28,113.67495913483022
2018-03-01,107.16239188269412
2018-03-02,109.83394747821585
2018-03-03,110.34087866886001
2018-03-04,109.2504621371654
2018-03-05,111.62223173539732
2018-03-06,112.36185530808157
2018-03-07,111.86894631802058
2018-03-08,108.54211370691506
2018-03-09,105.94135893520391
2018-03-10,107.47469719002977
2018-03-11,108.43309164810428
2018-03-12,109.60286848908058
2018-03-13,112.84963060214483
2018-03-14,114.65416039112434
2018-03-15,107.42300822528263
2018-03-16,107.81128178609511
2018-03-17,107.59045792684266
2018-03-18,108.82555144686793
2018-03-19,115.32958644135381
2018-03-20,114.16813655353518
2018-03-21,116.91336393612568
2018-03-22,110.38413899797439
2018-03-23,110.12718127724104
2018-03-24,109.73776829512724
2018-03-25,110.39682110901988
2018-03-26,115.43845976794604
2018-03-27,115.2546307916576
2018-03-28,115.23538860988972
2018-03-29,111.6596262543201
2018-03-30,107.06201961916022
2018-03-31,108.9202896465582
2018-04-01,112.17042040020283
2018-04-02,117.15060134820824
2018-04-03,114.12707722330147
2018-04-04,113.23388873789989
2018-04-05,106.71849353827398
2018-04-06,109.46483659759805
2018-04-07,107.45894214696091
2018-04-08,106.95622269032516
2018-04-09,112.52692644506796
2018-04-10,117.3037820556966
2018-04-11,110.77816756596854
2018-04-12,107.29731877389568
2018-04-13,106.17608824623869
2018-04-14,105.98020795045284
2018-04-15,111.77617996121293
2018-04-16,112.52172647232989
2018-04-17,112.66113870839659
2018-04-18,114.10820310902503
2018-04-19,109.36866030586135
2018-04-20,109.84313981913542
2018-04-21,107.73107981333052
2018-04-22,108.37682564957043
2018-04-23,108.46148166020714
2018-04-24,117.3540756740884
2018-04-25,113.57730124497816
2018-04-26,111.49640389781257
2018-04-27,109.36685682866604
2018-04-28,110.19189886348947
2018-04-29,112.32951682820381
2018-04-30,119.20642870544576
2018-05-01,114.19740969799975
2018-05-02,109.00835260825002
2018-05-03,106.30693961865155
2018-05-04,103.80097062655213
2018-05-05,109.19337464851863
2018-05-06,113.60853061133
2018-05-07,112.28734742421106
2018-05-08,110.2856878469314
2018-05-09,110.17664102405762
2018-05-10,112.50000069007817
2018-05-11,102.27590005549594
2018-05-12,107.73428169992162
2018-05-13,107.97835147443246
2018-05-14,114.72539532066185
2018-05-15,111.72032597535683
2018-05-16,110.59442195223056
2018-05-17,105.08652339879215
2018-05-18,103.57176218923874
2018-05-19,110.04880239799593
2018-05-20,113.28592667207788
2018-05-21,112.87717524606055
2018-05-22,111.12728170494425
2018-05-23,105.95624038842331
2018-05-24,105.62609561988752
2018-05-25,105.76016776692164
2018-05-26,106.84965115620105
2018-05-27,109.31422083460802
2018-05-28,109.0758138874404
2018-05-29,111.198085949972
2018-05-30,110.19806320658108
2018-05-31,111.10324049595941
2018-06-01,112.25932821728473
2018-06-02,108.87567263979612
2018-06-03,107.99666460780344
2018-06-04,110.73895124794012
2018-06-05,110.05298055239872
2018-06-06,107.51869277508399
2018-06-07,106.19174847237939
2018-06-08,102.54828765916739
2018-06-09,106.37316307679053
2018-06-10,108.17147348767507
2018-06-11,111.11201159309404
2018-06-12,110.77554824414288
2018-06-13,107.353445424234
2018-06-14,103.40644794457063
2018-06-15,102.94976440966131
2018-06-16,103.14372614342821
2018-06-17,107.21815643437498
2018-06-18,109.58543787387096
2018-06-19,106.70445581022175
2018-06-20,107.19616630859717
2018-06-21,101.8389320642537
2018-06-22,100.85499685343582
2018-06-23,102.41983996280041
2018-06-24,100.6315975235922
2018-06-25,106.66468985300772
2018-06-26,108.7916731604616
2018-06-27,106.93891306570568
2018-06-28,103.50171346246005
2018-06-29,101.5953899082766
2018-06-30,100.47756869417508
2018-07-01,103.83476816146171
2018-07-02,105.80108797572807
2018-07-03,107.76286725107046
2018-07-04,103.37661321298688
2018-07-05,103.19085713454253
2018-07-06,102.22736378067117
2018-07-07,102.28219517649946
2018-07-08,103.59755920848322
2018-07-09,107.93376229907277
2018-07-10,103.6910456640801
2018-07-11,105.3760028466203
2018-07-12,103.47686510386815
2018-07-13,102.16095217705784
2018-07-14,103.0379389172413
2018-07-15,102.83537490486246
2018-07-16,105.07267198319396
2018-07-17,107.77587733132845
2018-07-18,106.41252014260809
2018-07-19,103.27994945742728
2018-07-20,97.06956959935106
2018-07-21,100.87194887923292
2018-07-22,106.01356081870351
2018-07-23,109.00639969985785
2018-07-24,107.83403668163524
2018-07-25,100.96076530094992
2018-07-26,102.43792238430152
2018-07-27,99.65299689121134
2018-07-28,93.7355159720519
2018-07-29,100.68833929837452
2018-07-30,100.13566847170426
2018-07-31,99.97802439765644
2018-08-01,99.64750269184604
2018-08-02,102.26449629778669
2018-08-03,98.55598519943007
2018-08-04,99.84154852363153
2018-08-05,106.09858617775473
2018-08-06,109.5612251372301
2018-08-07,106.28208740449857
2018-08-08,102.709158638927
2018-08-09,96.71739754027529
2018-08-10,95.09560668630095
2018-08-11,98.41654661856704
2018-08-12,101.72710353779834
2018-08-13,103.68827988216245
2018-08-14,106.26957431444346
2018-08-15,100.97459732893098
2018-08-16,98.63953529599543
2018-08-17,99.03923664978272
2018-08-18,100.00816259577152
2018-08-19,103.67578115613749
2018-08-20,104.81562235329459
2018-08-21,103.09796069335529
2018-08-22,102.18747598759651
2018-08-23,96.41079443548698
2018-08-24,91.8807851022924
2018-08-25,96.80340658948984
2018-08-26,99.25359361433702
2018-08-27,102.50787934573428
2018-08-28,98.39465309247835
2018-08-29,98.18632053650823
2018-08-30,95.52365160930184
2018-08-31,93.17866029483757
2018-09-01,89.95619099119786
2018-09-02,95.546557248142
2018-09-03,102.2369076291899
2018-09-04,103.23108870803067
2018-09-05,99.28803228472188
2018-09-06,97.19219242381863
2018-09-07,97.67277651321923
2018-09-08,90.27334514370138
2018-09-09,95.99119809147764
2018-09-10,101.33043649415875
2018-09-11,103.43132776426879
2018-09-12,104.94145622491676
2018-09-13,102.15670437592101
2018-09-14,98.38559162858537
2018-09-15,98.0613849933513
2018-09-16,101.24143130785342
2018-09-17,100.58996282125264
2018-09-18,101.20458800080196
2018-09-19,101.94931357317742
2018-09-20,102.91021379908773
2018-09-21,97.41141775870261
2018-09-22,96.70944232360742
2018-09-23,99.15286885135839
2018-09-24,104.39398603985538
2018-09-25,102.69378184726361
2018-09-26,103.90549440316035
2018-09-27,96.34496520982732
2018-09-28,94.6907864741048
2018-09-29,95.22904533259583
2018-09-30,100.02293431308621
2018-10-01,103.99922285380742
2018-10-02,98.85003816407993
2018-10-03,96.4287236881322
2018-10-04,96.64488470713755
2018-10-05,93.67090257182305
2018-10-06,91.5621650914484
2018-10-07,99.24778301739605
2018-10-08,102.38253127895746
2018-10-09,103.29143158407086
2018-10-10,99.3958852857749
2018-10-11,99.66328315416361
2018-10-12,96.03629181362032
2018-10-13,99.17653054990025
2018-10-14,97.5490515173377
2018-10-15,98.47346666669799
2018-10-16,101.15698932975216
2018-10-17,98.1351070079846
2018-10-18,98.44517848280724
2018-10-19,96.97876695756854
2018-10-20,94.69423386634723
2018-10-21,98.41627749112395
2018-10-22,100.28586108694648
2018-10-23,103.87772341230615
2018-10-24,99.62514141405758
2018-10-25,96.49131047699422
2018-10-26,98.82109945104146
2018-10-27,103.59035296410617
2018-10-28,107.05456204958591
2018-10-29,105.05104476445538
2018-10-30,104.32403998637123
2018-10-31,105.51038464592642
2018-11-01,99.93286617511501
2018-11-02,95.03821797236685
2018-11-03,97.09113676142451
2018-11-04,100.91306450636237
2018-11-05,100.69903628733049
2018-11-06,98.26456069682175
2018-11-07,96.0135884414735
2018-11-08,98.46960923170433
2018-11-09,95.36688907982636
2018-11-10,96.95423505599382
2018-11-11,100.64614021605234
2018-11-12,104.6061679343181
2018-11-13,103.50674890352344
2018-11-14,103.35782478457392
2018-11-15,97.93495265629421
2018-11-16,96.56856952663695
2018-11-17,95.65852386241043
2018-11-18,102.86445075421456
2018-11-19,104.32367403398185
2018-11-20,102.83553076636919
2018-11-21,101.42133736188049
2018-11-22,99.29770961785582
2018-11-23,100.24245745651788
2018-11-24,96.17977876252615
2018-11-25,98.13669233723289
2018-11-26,102.04747250246768
2018-11-27,110.60270167590566
2018-11-28,108.30297187979907
2018-11-29,102.83657916062973
2018-11-30,102.2029741432721
2018-12-01,106.61854101505794
2018-12-02,104.84819004737638
2018-12-03,105.29396407156615
2018-12-04,109.1382247969448
2018-12-05,107.10628263562468
2018-12-06,104.86260510611446
2018-12-07,100.51529903139904
2018-12-08,106.16743669226607
2018-12-09,110.08755989429008
2018-12-10,110.286362316859
2018-12-11,110.38591504016676
2018-12-12,101.8755945446474
2018-12-13,103.26390235662872
2018-12-14,101.24237900520806
2018-12-15,103.31728773035935
2018-12-16,106.9677599092155
2018-12-17,107.36159536738789
2018-12-18,103.87333243202326
2018-12-19,105.85549127200666
2018-12-20,102.00789225948465
2018-12-21,101.00203462720602
2018-12-22,101.22972733288226
2018-12-23,104.17944412773426
2018-12-24,101.93449781269608
2018-12-25,109.58170891926945
2018-12-26,108.4648370897245
2018-12-27,108.2974086779789
2018-12-28,109.90808701629322
2018-12-29,106.97622732677203
2018-12-30,103.4432064006902
2018-12-31,105.79723067557067
2019-01-01,105.68597065029758
2019-01-02,105.63777176068695
2019-01-03,105.20679958550804
2019-01-04,99.33650837781758
2019-01-05,104.16701106635117
2019-01-06,103.66922874489077
2019-01-07,109.48490941768823
2019-01-08,110.52317390256879
2019-01-09,108.66114825749014
2019-01-10,106.65142714097796
2019-01-11,104.18633477265956
2019-01-12,104.334304387804
2019-01-13,103.91848521579745
2019-01-14,109.37890836086329
2019-01-15,115.97838412451051
2019-01-16,117.1866992181741
2019-01-17,114.15488535150095
2019-01-18,110.9055214494997
2019-01-19,107.4634136024205
2019-01-20,113.58278943722026
2019-01-21,113.77454358713378
2019-01-22,113.54388686346661
2019-01-23,111.12381095892918
2019-01-24,109.24208914256369
2019-01-25,106.6714809812215
2019-01-26,107.83162223223411
2019-01-27,107.98807950959925
2019-01-28,111.31534390355982
2019-01-29,119.00229791217059
2019-01-30,114.42559961751584
2019-01-31,110.29626586324818
2019-02-01,110.06766468557866
2019-02-02,111.72076643887746
2019-02-03,110.01694365133389
2019-02-04,113.08435360784215
2019-02-05,116.84032514981995
2019-02-06,114.94029154984783
2019-02-07,111.9292133438279
2019-02-08,113.79497554526405
2019-02-09,110.2613254750064
2019-02-10,112.93303326679391
2019-02-11,113.97118876463564
2019-02-12,119.1217227876048
2019-02-13,110.78898720847234
2019-02-14,108.77250032051317
2019-02-15,107.80193738722997
2019-02-16,111.68838148768208
2019-02-17,115.27694967907046
2019-02-18,120.15431247732067
2019-02-19,114.38457627663058
2019-02-20,116.093334786878
2019-02-21,112.27255380028514
2019-02-22,109.28962354163089
2019-02-23,112.39492476482876
2019-02-24,112.1573747124761
2019-02-25,110.63239776620871
2019-02-26,113.983761466926
2019-02-27,110.7029349603246
2019-02-28,109.60986714570876
2019-03-01,111.19198369119422
2019-03-02,112.95325491739517
2019-03-03,119.00633970021822
2019-03-04,118.4147992450119
2019-03-05,114.53015113827233
2019-03-06,113.10834182978012
2019-03-07,110.21989306476698
2019-03-08,107.77786314177125
2019-03-09,112.20254803846204
2019-03-10,113.42337575094629
2019-03-11,112.02601666249694
2019-03-12,117.82994916092105
2019-03-13,116.31051839820555
2019-03-14,114.95273801619956
2019-03-15,113.2320624438513
2019-03-16,115.11785296778083
2019-03-17,116.53118414139878
2019-03-18,121.52723263567964
2019-03-19,121.16528164183565
2019-03-20,119.10857364965175
2019-03-21,116.40016335869872
2019-03-22,110.0911604096928
2019-03-23,112.04714627004411
2019-03-24,114.72625822018988
2019-03-25,118.3905953299793
2019-03-26,115.59865039952533
2019-03-27,120.12446756409217
2019-03-28,116.17043804137603
2019-03-29,110.73034242719767
2019-03-30,108.55009915412245
2019-03-31,113.37053743351383
2019-04-01,117.19337713509886
2019-04-02,116.79898050800787
2019-04-03,116.8178854455453
2019-04-04,113.04225056669796
2019-04-05,113.93492677006095
2019-04-06,112.33127710695847
2019-04-07,115.51852018100153
2019-04-08,120.74246711860553
2019-04-09,126.45220278774191
2019-04-10,117.92854897428242
2019-04-11,113.91704923670434
2019-04-12,110.78508645134347
2019-04-13,114.81262188841347
2019-04-14,113.69631799273749
2019-04-15,116.30502982354331
2019-04-16,118.11369050065568
2019-04-17,114.595427947859
2019-04-18,111.2718972907432
2019-04-19,110.54800079238673
2019-04-20,107.40665169467012
2019-04-21,109.88165227948033
2019-04-22,114.83906937602262
2019-04-23,117.8439608299327
2019-04-24,116.33243372240315
2019-04-25,109.77827136490839
2019-04-26,109.8239583198964
2019-04-27,114.19873997170129
2019-04-28,117.42711303331475
2019-04-29,118.50905505506388
2019-04-30,116.5299261779195
2019-05-01,117.6471892004216
2019-05-02,113.08072960303559
2019-05-03,109.16134629706092
2019-05-04,109.70337614022064
2019-05-05,117.62266844717067
2019-05-06,119.08844200519253
2019-05-07,121.62349712155967
2019-05-08,116.64502632445269
2019-05-09,116.20095764128352
2019-05-10,111.54889552762549
2019-05-11,111.9821851026137
2019-05-12,120.8329892283825
2019-05-13,121.4357693330056
2019-05-14,118.09925721891106
2019-05-15,115.90169628530036
2019-05-16,114.0461906652108
2019-05-17,114.88168913105761
2019-05-18,112.14336264474913
2019-05-19,109.97825321921846
2019-05-20,114.11962308825234
2019-05-21,116.09978866392203
2019-05-22,115.21639809379106
2019-05-23,115.86995357001328
2019-05-24,112.9917264591757
2019-05-25,114.25083059800943
2019-05-26,112.02357949105739
2019-05-27,117.40206546947115
2019-05-28,122.20406531627597
2019-05-29,118.89964495391602
2019-05-30,114.26255409417199
2019-05-31,111.51332475032252
2019-06-01,115.66064516081995
2019-06-02,112.5823956628916
2019-06-03,114.73273249898462
2019-06-04,116.59568627901739
2019-06-05,116.1282879744343
2019-06-06,110.96609496132125
2019-06-07,110.11254322676734
2019-06-08,109.46746894151767
2019-06-09,112.24953055348537
2019-06-10,114.06801839136307
2019-06-11,111.84198760595719
2019-06-12,111.8266526225109
2019-06-13,112.04036759063744
2019-06-14,106.86138641845426
2019-06-15,107.76047797210323
2019-06-16,112.42547795716703
2019-06-17,111.28866992584487
2019-06-18,113.53243172669113
2019-06-19,109.39395300528975
2019-06-20,111.19687210199346
2019-06-21,114.20686247267945
2019-06-22,115.83786453298501
2019-06-23,112.92507883275401
2019-06-24,115.49010525625921
2019-06-25,114.53339237240972
2019-06-26,112.17263616773992
2019-06-27,112.81226142655628
2019-06-28,105.24267444797947
2019-06-29,109.30317459311966
2019-06-30,110.20399963796295
2019-07-01,115.5388805376535
2019-07-02,114.18408331379848
2019-07-03,109.56096861230183
2019-07-04,108.05563329842033
2019-07-05,107.94222115696445
2019-07-06,107.29841886969747
2019-07-07,110.20897851307438
2019-07-08,110.1799416032248
2019-07-09,105.70275795233476
2019-07-10,109.56582591125544
2019-07-11,108.57904877717763
2019-07-12,106.14948571797683
2019-07-13,106.13142808707121
2019-07-14,110.58259784388177
2019-07-15,109.96203744361306
2019-07-16,108.65682183126611
2019-07-17,107.50066117563198
2019-07-18,108.45443014170229
2019-07-19,101.74014126120768
2019-07-20,106.65726437204695
2019-07-21,106.08754656408408
2019-07-22,106.04103630797415
2019-07-23,111.49381248585392
